orderid,unitno,modelid,evalcode,asample,prev,preva,oilchangelast,oilhours,PQI,Pb,Al,P,Ca,Zn,Cu,Si,Na,K,Mo,B,Fe,ST,V40,OXI,NIT,SUL
738,H,HME Model 1 type 1,C,0,3,0,1,262,4,1,2,977,2637,1071,1,2,8,17,2,4,21,18,107,14,7,21
740,H,HME Model 1 type 1,C,0,2,0,0,282,2,1,2,957,2610,1037,2,2,10,20,3,2,24,21,103.8,14,7,21
742,H,HME Model 1 type 1,X,0,3,0,0,540,0,4,3,988,2791,1097,5,4,25,55,7,3,52,40,108.8,17,9,24
743,H,HME Model 1 type 1,C,0,3,0,1,256,0,1,2,955,2692,1101,3,3,17,41,5,3,33,25,104.2,14,8,21
744,H,HME Model 1 type 1,C,0,4,0,0,537,4,2,2,955,2677,1061,3,3,11,22,3,1,38,36,104.8,15,9,22
745,H,HME Model 1 type 1,X,0,4,0,1,280,0,0,2,1012,2906,1156,1,3,3,6,0,0,24,20,107.7,14,7,20
746,H,HME Model 1 type 1,X,0,4,0,0,522,1,2,2,952,2781,1154,3,4,2,10,1,0,46,35,99.7,15,8,22
747,H,HME Model 1 type 1,X,0,4,0,1,234,0,0,2,902,2430,1018,2,3,0,9,0,0,20,18,105,14,7,21
748,H,HME Model 1 type 1,X,0,3,0,0,541,0,2,2,940,2763,1045,3,3,3,3,1,2,43,38,107.2,15,9,23
749,H,HME Model 1 type 1,C,0,3,0,1,256,0,0,1,957,2546,1057,2,3,14,44,5,2,5,14,105.4,11,6,18
750,H,HME Model 1 type 1,C,0,2,0,0,483,0,0,3,990,2811,1119,2,4,0,4,1,3,20,13,109.1,15,8,21
751,H,HME Model 1 type 1,B,0,2,0,1,233,0,0,2,925,2478,1022,1,3,0,3,1,3,10,7,108.3,13,6,19
752,H,HME Model 1 type 1,B,0,2,0,0,421,0,0,2,947,2459,1045,0,4,5,6,0,0,6,0,110.6,10,5,18
753,H,HME Model 1 type 1,B,0,1,1,1,248,0,0,2,963,2669,1080,1,4,2,3,0,1,15,8,108.9,13,6,19
754,H,HME Model 1 type 1,A,1,2,0,0,553,2,2,2,915,2661,1066,2,2,9,3,0,0,19,11,108.4,16,8,23
755,H,HME Model 1 type 1,B,0,3,0,1,295,0,0,1,963,2701,1067,2,3,11,4,1,1,12,6,106.9,15,8,22
756,H,HME Model 1 type 1,C,0,3,0,0,449,1,2,0,967,2850,1128,3,3,15,10,1,1,21,11,106,15,8,21
757,H,HME Model 1 type 1,C,0,3,0,1,229,0,1,1,966,2353,1061,1,2,17,10,1,1,8,6,104.8,14,7,21
759,H,HME Model 1 type 1,C,0,2,0,1,240,1,1,0,956,2601,1086,1,3,20,31,4,2,10,8,104.5,14,7,21
762,J,HME Model 1 type 1,C,0,1,1,0,507,0,2,2,865,2437,1022,19,4,8,3,0,1,23,14,106.5,15,8,22
763,J,HME Model 1 type 1,A,1,3,0,1,240,0,0,0,890,2426,1036,5,2,7,4,0,0,10,8,106.3,13,6,19
764,J,HME Model 1 type 1,C,0,2,0,1,467,0,2,1,917,2299,1026,9,2,10,1,1,0,10,1,106.2,13,5,20
765,J,HME Model 1 type 1,B,0,1,1,0,567,2,3,2,904,2720,1059,2,5,6,7,0,2,17,15,122.3,13,7,20
766,J,HME Model 1 type 1,A,1,3,0,1,293,1,0,1,825,2400,951,2,4,7,3,0,0,8,8,117.2,13,6,20
767,J,HME Model 1 type 1,C,0,2,0,0,429,9,3,2,914,2594,1054,3,3,0,3,0,4,25,32,121.3,22,11,27
768,J,HME Model 1 type 1,B,0,2,0,1,160,1,0,1,875,2305,964,1,2,2,2,0,2,8,9,114.2,13,6,19
769,J,HME Model 1 type 1,B,0,2,0,0,397,1,0,2,932,2750,1063,2,3,3,3,0,4,18,20,120,17,9,23
770,J,HME Model 1 type 1,B,0,2,0,1,191,0,0,2,910,2543,1035,1,2,2,3,1,5,11,11,114.7,16,8,22
772,J,HME Model 1 type 1,B,0,2,0,1,253,3,0,0,880,2429,1019,1,2,5,2,1,4,10,14,117.2,16,8,23
773,J,HME Model 1 type 1,B,0,2,0,0,496,0,2,2,918,2817,1104,2,2,0,2,0,2,21,21,123.4,17,9,24
774,J,HME Model 1 type 1,B,0,3,0,1,257,0,2,1,919,2679,1083,2,2,4,2,0,1,13,12,120.5,15,8,21
775,J,HME Model 1 type 1,C,0,2,0,0,511,4,8,1,900,2668,1049,3,2,3,2,0,3,24,24,134.2,21,10,26
776,J,HME Model 1 type 1,B,0,1,1,1,243,3,0,1,924,2620,1072,1,3,0,1,0,4,12,10,119.9,14,7,20
777,J,HME Model 1 type 1,A,1,2,0,0,562,0,0,2,973,2558,1073,0,2,1,4,1,7,6,4,116.8,14,6,19
778,J,HME Model 1 type 1,B,0,2,0,1,294,0,2,2,1014,2883,1118,2,3,5,5,1,3,16,14,110.6,18,9,24
779,J,HME Model 1 type 1,B,0,1,1,0,426,0,3,3,1003,3085,1125,3,5,5,2,2,1,20,17,118.2,18,9,24
780,J,HME Model 1 type 1,A,1,1,1,1,251,4,1,1,1003,2807,1069,1,2,4,2,0,1,11,8,114.2,16,8,23
781,J,HME Model 1 type 1,A,1,2,0,0,493,0,4,2,945,2946,1102,3,2,4,2,0,1,19,20,123.2,18,9,23
782,J,HME Model 1 type 1,B,0,3,0,1,224,0,0,2,982,2702,1086,2,2,2,2,0,2,14,9,122.2,14,7,20
783,J,HME Model 1 type 1,C,0,3,0,0,440,0,4,2,892,2750,1044,14,2,3,5,1,0,26,25,122.9,18,9,24
784,J,HME Model 1 type 1,C,0,4,0,1,235,4,2,2,876,2655,1027,12,3,3,5,1,1,18,16,126,15,8,22
785,J,HME Model 1 type 1,X,0,2,0,0,539,101,4,1,823,2531,997,29,2,0,0,0,0,21,26,118.5,18,9,25
786,J,HME Model 1 type 1,B,0,2,0,1,264,3,1,0,938,2714,1107,8,2,3,1,0,0,12,13,114.9,15,8,22
787,J,HME Model 1 type 1,B,0,2,0,0,456,0,2,2,882,2575,1033,14,3,0,11,1,0,19,20,115.1,15,8,21
788,J,HME Model 1 type 1,B,0,2,0,1,244,0,0,2,934,2597,1047,5,2,0,2,0,2,12,14,113.3,13,6,19
789,J,HME Model 1 type 1,B,0,3,0,0,540,0,1,2,827,2467,987,12,3,0,1,1,2,19,22,119.1,14,8,21
790,J,HME Model 1 type 1,C,0,2,0,1,299,0,0,0,963,2745,1062,5,6,0,2,1,2,14,27,112.1,12,6,19
791,J,HME Model 1 type 1,B,0,2,0,0,434,0,1,2,964,2862,1084,8,2,0,3,0,2,23,21,116.9,15,8,21
792,J,HME Model 1 type 1,B,0,2,0,1,254,0,0,2,907,2648,1048,4,2,2,2,0,1,14,11,119.3,11,6,19
793,J,HME Model 1 type 1,B,0,1,1,0,469,0,1,2,865,2624,1004,10,3,5,4,0,0,24,23,116.6,14,7,21
794,J,HME Model 1 type 1,A,1,2,0,1,217,0,0,2,895,2547,1015,5,2,6,4,0,0,11,12,116.3,13,6,21
795,J,HME Model 1 type 1,B,0,2,0,0,496,4,2,1,934,2877,1090,26,3,11,4,1,1,28,27,120.4,14,7,20
796,J,HME Model 1 type 1,B,0,2,0,1,261,3,1,2,824,2482,1005,6,2,5,3,0,1,13,16,118.2,14,7,21
797,J,HME Model 1 type 1,B,0,2,0,0,438,0,1,1,967,2674,1089,4,4,13,1,0,1,10,12,111.4,14,7,20
798,J,HME Model 1 type 1,B,0,2,0,1,205,0,1,1,929,2519,1048,8,2,8,3,0,1,13,12,97.9,14,6,18
799,J,HME Model 1 type 1,B,0,1,1,0,448,1,2,1,740,2142,880,19,2,5,2,0,1,20,21,116.4,14,7,21
800,J,HME Model 1 type 1,A,1,2,0,1,196,0,0,0,952,2527,1055,5,2,7,2,1,1,10,12,110,13,6,20
803,K,HME Model 1 type 1,C,0,2,0,0,511,3,0,2,865,2472,994,20,3,10,17,2,1,24,21,115.1,15,8,21
804,K,HME Model 1 type 1,B,0,3,0,1,271,0,0,2,822,2298,979,14,3,2,4,0,2,12,15,113,14,7,21
805,K,HME Model 1 type 1,C,0,2,0,0,506,0,1,3,890,2693,1089,30,2,6,8,2,0,32,28,117.8,16,8,22
806,K,HME Model 1 type 1,B,0,2,0,1,241,1,0,2,845,2394,942,6,4,7,2,0,0,13,15,114.6,14,7,20
807,K,HME Model 1 type 1,B,0,1,1,0,537,0,2,2,845,2413,1008,13,3,5,1,1,2,22,24,116.7,15,8,22
808,K,HME Model 1 type 1,A,1,2,0,1,296,0,0,2,851,2390,983,6,1,3,2,1,3,13,12,114.8,15,7,21
809,K,HME Model 1 type 1,B,0,2,0,0,413,0,0,2,826,2454,1012,11,3,4,4,1,3,19,14,117.3,16,8,23
810,K,HME Model 1 type 1,B,0,2,0,1,240,1,0,1,856,2228,956,6,2,3,4,0,3,11,10,117.9,14,7,20
811,K,HME Model 1 type 1,B,0,3,0,0,505,1,0,2,827,2376,996,13,3,5,8,2,4,24,18,118.4,16,8,22
812,K,HME Model 1 type 1,C,0,2,0,1,259,39,0,2,916,2490,1053,6,3,10,9,2,5,13,10,117.8,14,7,22
813,K,HME Model 1 type 1,B,0,2,0,0,467,2,1,3,843,2432,1029,9,3,7,7,2,2,19,18,114.8,16,8,22
814,K,HME Model 1 type 1,B,0,1,1,1,231,1,0,2,844,2193,960,4,3,7,6,0,1,11,9,114.5,13,5,17
815,K,HME Model 1 type 1,A,1,2,0,0,480,0,0,2,934,2417,1049,3,2,6,6,1,0,8,2,112.2,13,5,19
816,K,HME Model 1 type 1,B,0,2,0,1,293,2,0,2,858,2362,996,9,2,6,9,1,2,15,11,114.5,14,7,21
817,K,HME Model 1 type 1,B,0,2,0,0,407,0,0,2,955,2798,1117,13,3,0,1,0,1,22,13,117.9,16,8,21
818,K,HME Model 1 type 1,B,0,2,0,1,243,0,0,2,1017,2955,1194,8,3,0,2,0,1,15,9,116.4,15,7,21
820,K,HME Model 1 type 1,C,0,4,0,0,293,0,0,3,947,2756,1056,13,3,4,3,0,2,19,8,115.7,15,7,21
821,K,HME Model 1 type 1,X,0,2,0,1,230,8,2,1,1004,2872,1146,18,3,19,15,2,4,15,10,117.1,16,10,17
822,K,HME Model 1 type 1,B,0,2,0,0,494,1,2,3,983,2865,1109,36,3,0,2,0,1,26,17,117.9,17,8,22
823,K,HME Model 1 type 1,B,0,2,0,1,249,0,0,1,980,2805,1094,6,0,0,0,0,0,13,7,113.4,14,7,20
824,K,HME Model 1 type 1,B,0,2,0,0,523,0,1,2,940,2771,1090,10,1,1,2,1,1,23,15,113.5,15,8,21
825,K,HME Model 1 type 1,B,0,2,0,1,290,0,0,2,889,2582,1034,7,1,0,0,1,0,15,12,113.2,15,7,21
826,K,HME Model 1 type 1,B,0,2,0,0,474,0,0,3,868,2657,1005,13,3,3,4,0,0,21,16,115.2,14,8,22
827,K,HME Model 1 type 1,B,0,2,0,1,257,0,0,2,999,2865,1147,8,3,0,0,0,0,12,8,112.6,13,6,20
828,K,HME Model 1 type 1,B,0,2,0,1,262,0,0,3,926,2633,1080,18,3,0,2,0,0,12,10,110.5,14,7,21
829,K,HME Model 1 type 1,B,0,2,0,0,473,0,1,1,910,2794,1047,98,3,4,4,0,0,29,24,118,15,8,21
830,K,HME Model 1 type 1,B,0,2,0,1,265,0,0,1,884,2607,1003,27,3,2,2,0,0,15,9,107.2,12,6,20
831,K,HME Model 1 type 1,B,0,2,0,0,489,0,1,2,927,2811,1053,67,2,7,3,0,0,27,15,114.1,13,7,20
832,K,HME Model 1 type 1,B,0,2,0,1,231,0,0,0,968,2746,1059,21,2,7,3,0,0,13,9,111,13,6,21
833,K,HME Model 1 type 1,B,0,2,0,0,450,0,2,1,940,2740,1062,60,2,10,3,0,0,28,20,117.3,15,8,22
834,K,HME Model 1 type 1,B,0,2,0,1,206,0,0,1,949,2683,1054,6,2,10,2,1,1,12,9,110.7,14,7,20
835,K,HME Model 1 type 1,B,0,2,0,0,424,0,1,1,920,2851,1094,15,2,11,2,1,1,24,13,111.4,13,7,20
836,K,HME Model 1 type 1,B,0,2,0,1,192,0,0,1,929,2373,1031,6,2,13,2,0,1,10,9,108.6,14,6,21
837,K,HME Model 1 type 1,B,0,2,0,0,478,0,1,3,943,2728,1084,29,3,11,4,0,1,19,14,112.2,15,7,22
838,K,HME Model 1 type 1,B,0,2,0,1,235,0,0,2,905,2496,1040,28,2,12,3,0,1,9,9,108.2,13,6,20
841,L,HME Model 1 type 1,C,0,2,0,0,517,0,4,2,963,2847,1102,3,4,5,2,0,2,31,18,124.6,21,10,27
842,L,HME Model 1 type 1,B,0,3,0,1,272,0,1,2,991,2763,1110,2,2,6,2,0,1,16,9,116.2,16,8,24
843,L,HME Model 1 type 1,C,0,3,0,0,569,0,4,2,822,2428,957,3,3,5,0,0,0,30,13,118.5,16,8,23
844,L,HME Model 1 type 1,C,0,3,0,1,269,1,0,2,941,2805,1114,3,3,3,3,0,1,24,12,119.8,19,9,24
845,L,HME Model 1 type 1,C,0,3,0,0,531,0,3,3,885,2681,1059,12,4,4,3,1,2,35,17,119.1,15,8,22
846,L,HME Model 1 type 1,C,0,2,0,1,273,0,5,2,886,2585,1055,4,2,3,3,0,2,19,11,114.4,14,7,21
847,L,HME Model 1 type 1,B,0,1,1,0,546,1,0,3,849,2517,999,4,4,5,2,0,0,26,20,110.9,14,7,22
848,L,HME Model 1 type 1,A,1,1,1,1,297,4,0,2,812,2174,933,5,2,0,2,0,2,10,6,111.3,14,7,20
849,L,HME Model 1 type 1,A,1,1,1,0,342,0,1,2,762,2078,929,4,2,2,2,2,5,11,7,111,12,6,18
850,L,HME Model 1 type 1,A,1,1,1,1,192,0,0,1,787,2149,952,3,2,4,3,0,2,7,2,113.6,14,6,21
852,L,HME Model 1 type 1,B,0,2,0,1,224,0,0,2,920,2523,1055,2,2,7,16,2,5,16,9,115.1,19,9,24
853,L,HME Model 1 type 1,B,0,3,0,0,456,0,2,2,915,2452,1047,3,3,8,9,2,3,24,14,116.7,19,9,25
854,L,HME Model 1 type 1,C,0,3,0,1,255,0,1,2,1026,2838,1190,3,3,5,6,1,1,20,8,114.8,16,8,22
855,L,HME Model 1 type 1,C,0,2,0,0,479,0,3,2,908,2575,1085,9,4,7,13,2,3,27,16,113.9,17,8,22
856,L,HME Model 1 type 1,B,0,3,0,1,181,1,0,1,942,2576,1054,8,3,10,14,2,3,13,4,110.7,13,6,19
857,L,HME Model 1 type 1,C,0,2,0,0,562,1,0,2,968,2550,1081,57,5,34,79,8,6,26,12,112.2,16,8,23
858,L,HME Model 1 type 1,B,0,2,0,1,310,1,0,3,955,2657,1107,47,3,5,9,0,2,19,11,79.7,16,8,22
859,L,HME Model 1 type 1,B,0,2,0,0,573,0,1,2,916,2663,1080,209,3,7,15,1,2,28,15,105.2,18,9,23
860,L,HME Model 1 type 1,B,0,2,0,1,352,0,0,2,970,2669,1069,60,2,5,9,1,1,16,8,108.2,15,8,22
861,L,HME Model 1 type 1,B,0,3,0,0,500,2,1,2,961,2892,1156,221,2,9,26,2,1,26,14,107.2,17,9,22
862,L,HME Model 1 type 1,C,0,2,0,1,253,0,0,2,991,2640,1110,41,2,6,23,1,0,16,10,107.2,14,7,21
863,L,HME Model 1 type 1,B,0,3,0,0,441,1,0,2,977,2685,1100,72,2,8,41,3,2,17,10,108.3,15,7,21
864,L,HME Model 1 type 1,C,0,3,0,1,233,0,0,1,972,2655,1100,15,2,9,40,3,2,9,6,109.9,14,7,21
865,L,HME Model 1 type 1,C,0,4,0,0,565,0,0,0,833,2216,967,20,3,38,101,8,6,5,0,110.2,12,5,20
866,L,HME Model 1 type 1,X,0,3,0,1,300,3,15,7,1342,2558,1062,377,54,593,1259,183,22,22,11,111.1,14,9,23
867,L,HME Model 1 type 1,C,0,1,1,0,368,1,0,2,872,2546,1069,24,5,20,55,6,3,19,12,107.6,14,7,21
868,L,HME Model 1 type 1,A,1,2,0,1,205,0,0,2,950,2612,1080,21,3,0,3,0,1,14,6,109.2,12,6,19
869,L,HME Model 1 type 1,B,0,1,1,0,521,0,2,2,816,2414,1003,74,3,1,2,1,2,23,19,111.1,16,8,23
870,L,HME Model 1 type 1,A,1,2,0,1,253,0,0,0,959,2568,1058,6,1,0,2,1,1,8,5,107.2,13,6,19
871,L,HME Model 1 type 1,B,0,2,0,0,549,1,1,2,911,2618,1069,27,4,3,5,0,1,23,18,111.1,15,8,21
872,L,HME Model 1 type 1,B,0,1,1,1,340,1,0,2,929,2640,1080,6,2,0,3,0,1,11,7,113.2,14,7,21
873,L,HME Model 1 type 1,A,1,1,1,0,310,0,0,2,876,2384,1011,6,3,4,4,0,0,11,4,107.7,13,6,20
874,L,HME Model 1 type 1,A,1,3,0,1,194,0,0,2,906,2405,1007,4,2,6,5,0,0,5,0,108.6,13,5,21
875,L,HME Model 1 type 1,C,0,2,0,0,494,1,4,2,929,2644,1100,113,3,23,27,3,3,27,15,109.1,17,8,23
876,L,HME Model 1 type 1,B,0,2,0,1,240,4,1,0,967,2677,1099,12,2,15,11,2,1,13,5,110.5,13,6,20
877,L,HME Model 1 type 1,B,0,2,0,0,493,0,1,2,973,2611,1100,13,2,18,13,2,1,17,10,104.3,15,8,21
878,L,HME Model 1 type 1,B,0,2,0,1,266,0,0,1,949,2479,1053,2,2,10,5,1,1,7,9,96.8,11,7,19
879,L,HME Model 1 type 1,B,0,2,0,0,388,0,0,0,975,2570,1063,3,3,11,7,1,0,10,4,103.9,13,6,20
880,L,HME Model 1 type 1,B,0,2,0,1,240,0,1,1,975,2511,1069,7,4,10,8,1,1,10,8,104.7,14,7,21
882,M,HME Model 1 type 1,C,0,3,0,1,262,0,2,0,974,2816,1152,1,3,4,3,0,0,20,13,116.8,18,9,24
885,M,HME Model 1 type 1,C,0,3,0,1,281,0,0,2,840,2483,972,2,5,6,2,0,0,18,14,116.4,16,8,23
886,M,HME Model 1 type 1,C,0,2,0,0,497,0,7,2,858,2581,1096,3,4,1,0,1,2,35,26,120.2,20,10,26
887,M,HME Model 1 type 1,B,0,2,0,1,228,0,0,2,838,2476,1052,2,3,0,3,2,2,13,7,114.3,14,7,21
888,M,HME Model 1 type 1,B,0,3,0,0,422,5,3,2,939,2608,1086,6,3,3,2,2,3,26,15,120.1,17,9,25
889,M,HME Model 1 type 1,C,0,2,0,1,232,1,2,2,926,2456,1028,1,2,3,2,0,3,19,15,120,17,8,23
890,M,HME Model 1 type 1,B,0,1,1,0,487,1,3,2,875,2514,1059,2,3,2,2,1,4,24,18,119.1,19,9,24
891,M,HME Model 1 type 1,A,1,1,1,1,234,0,0,1,917,2479,1053,0,2,8,4,1,6,10,6,116.9,15,7,23
893,M,HME Model 1 type 1,B,0,3,0,1,215,0,1,2,979,2626,1079,0,2,1,3,1,2,14,7,114.4,14,7,21
894,M,HME Model 1 type 1,C,0,3,0,0,513,0,3,2,949,2770,1137,2,2,5,2,0,2,29,18,114.2,18,9,25
895,M,HME Model 1 type 1,C,0,3,0,1,285,0,0,2,920,2605,1063,1,4,6,4,1,3,20,13,110.3,16,8,24
896,M,HME Model 1 type 1,C,0,3,0,0,492,0,5,3,1009,2876,1209,3,3,0,10,2,6,40,18,118.3,17,8,23
897,M,HME Model 1 type 1,C,0,3,0,1,247,0,2,2,970,2559,1076,1,3,6,6,2,5,17,11,113.8,17,8,23
898,M,HME Model 1 type 1,C,0,1,1,1,531,44,1,3,1164,3153,1297,2,3,0,4,0,1,28,14,113.3,16,8,23
901,M,HME Model 1 type 1,A,1,2,0,1,256,2,0,2,926,2516,1044,1,2,1,2,0,1,9,7,105.4,13,6,20
902,M,HME Model 1 type 1,B,0,1,1,0,506,0,2,2,968,2751,1115,4,0,0,0,1,0,27,18,106.3,15,8,21
903,M,HME Model 1 type 1,A,1,2,0,1,247,0,0,2,943,2550,1065,2,1,0,2,0,0,9,6,112,13,6,20
905,M,HME Model 1 type 1,B,0,2,0,1,391,0,2,2,906,2290,1010,10,4,4,7,1,1,15,9,94.2,13,6,20
906,M,HME Model 1 type 1,B,0,2,0,0,467,0,4,2,926,2685,1122,24,2,0,1,0,0,23,41,117.1,16,8,24
907,M,HME Model 1 type 1,B,0,3,0,1,206,3,2,2,934,2530,1084,16,2,0,2,0,1,13,20,109.3,12,6,21
908,M,HME Model 1 type 1,C,0,2,0,0,520,1,4,3,891,2654,1091,70,3,2,2,0,2,29,44,112,13,7,21
909,M,HME Model 1 type 1,B,0,3,0,1,260,0,2,2,848,2415,992,61,2,0,1,0,2,16,26,110.8,12,6,20
910,M,HME Model 1 type 1,C,0,3,0,0,453,0,3,3,957,2757,1126,302,4,0,3,1,2,36,52,119.4,15,8,23
911,M,HME Model 1 type 1,C,0,3,0,1,222,0,3,2,898,2513,1056,107,3,11,21,3,2,20,33,110.5,13,7,21
912,M,HME Model 1 type 1,C,0,2,0,0,519,0,2,1,975,2852,1132,198,2,5,3,0,0,26,43,109.7,15,8,23
913,M,HME Model 1 type 1,B,0,3,0,1,265,0,1,0,939,2570,1043,45,3,5,3,0,0,13,21,108.2,12,6,19
914,M,HME Model 1 type 1,C,0,2,0,0,468,3,3,2,888,2592,1074,172,2,9,2,0,0,24,35,110.8,14,8,23
915,M,HME Model 1 type 1,B,0,3,0,1,223,0,1,0,940,2639,1048,61,2,10,2,1,0,13,17,110.5,12,6,19
916,M,HME Model 1 type 1,C,0,2,0,0,528,0,6,1,910,2604,1056,291,2,10,2,0,0,31,42,114.1,14,8,21
917,M,HME Model 1 type 1,B,0,2,0,1,232,1,1,1,946,2587,1075,1,1,13,3,0,1,14,20,108.8,12,6,19
918,M,HME Model 1 type 1,B,0,1,1,0,418,0,3,2,926,2516,1067,2,2,8,2,0,1,18,32,100.6,13,6,18
919,M,HME Model 1 type 1,A,1,3,0,1,197,0,1,0,977,2574,1068,1,2,5,2,1,0,10,14,107.9,12,6,20
922,MM,HME Model 1 type 1,C,0,2,0,0,532,0,8,2,925,2763,1089,14,6,6,1,0,2,32,17,118.2,23,10,27
923,MM,HME Model 1 type 1,B,0,3,0,1,226,0,1,0,871,2511,1068,4,2,4,2,0,0,12,5,111.7,16,7,21
924,MM,HME Model 1 type 1,C,0,2,0,0,517,0,6,1,944,2682,1135,17,2,8,5,0,0,24,9,115.7,19,9,25
925,MM,HME Model 1 type 1,B,0,2,0,1,290,0,2,1,984,2658,1142,4,2,3,2,2,0,14,8,114.2,16,8,23
926,MM,HME Model 1 type 1,B,0,2,0,0,556,0,3,2,915,2599,1077,6,2,4,2,0,1,18,8,113.4,19,9,25
927,MM,HME Model 1 type 1,B,0,2,0,1,291,1,2,1,925,2635,1097,5,1,3,3,0,2,16,8,114.6,15,7,21
928,MM,HME Model 1 type 1,B,0,3,0,0,525,0,0,2,911,2642,1062,11,6,6,2,0,0,27,19,118.3,19,9,25
929,MM,HME Model 1 type 1,C,0,2,0,1,257,9,2,2,844,2369,1000,5,3,0,3,0,3,18,10,116.3,18,9,24
930,MM,HME Model 1 type 1,B,0,2,0,0,518,0,2,2,900,2677,1104,8,3,0,2,0,2,22,15,116.1,17,8,23
931,MM,HME Model 1 type 1,B,0,2,0,1,287,0,1,1,875,2497,1054,3,2,2,2,0,3,12,8,116.3,14,7,20
932,MM,HME Model 1 type 1,B,0,2,0,0,462,0,0,1,828,2166,963,0,3,3,2,0,0,3,0,115.3,14,5,20
933,MM,HME Model 1 type 1,B,0,2,0,1,246,1,1,2,989,2677,1108,5,2,3,3,2,7,12,6,112.9,16,8,24
934,MM,HME Model 1 type 1,B,0,3,0,0,427,0,1,2,1023,2789,1171,11,3,6,2,1,4,18,13,115.6,18,8,24
935,MM,HME Model 1 type 1,C,0,2,0,1,222,0,0,1,857,2274,997,8,2,6,2,1,5,9,7,112.6,17,8,23
936,MM,HME Model 1 type 1,B,0,2,0,0,463,0,2,2,1005,2813,1183,66,2,3,2,0,2,21,9,111.7,16,7,23
937,MM,HME Model 1 type 1,B,0,2,0,1,247,0,0,1,934,2466,1069,63,3,4,2,0,2,13,7,111.7,15,7,21
938,MM,HME Model 1 type 1,B,0,2,0,0,543,0,6,2,987,2910,1160,356,3,7,3,2,6,32,15,113.2,18,9,24
939,MM,HME Model 1 type 1,B,0,2,0,1,286,0,2,2,973,2609,1107,16,2,2,2,1,7,16,9,111.2,15,7,22
940,MM,HME Model 1 type 1,B,0,1,1,0,531,0,1,3,968,2884,1180,24,2,0,3,0,3,22,14,108.6,16,8,23
941,MM,HME Model 1 type 1,A,1,1,1,1,263,1,0,1,936,2484,1031,3,2,2,3,0,3,10,6,104.2,13,6,20
942,MM,HME Model 1 type 1,A,1,2,0,0,489,0,0,2,994,2804,1137,6,2,2,3,0,1,21,11,101.5,13,7,20
943,MM,HME Model 1 type 1,B,0,2,0,1,232,0,0,1,969,2597,1042,3,2,4,2,0,0,9,5,104.6,13,6,21
944,MM,HME Model 1 type 1,B,0,1,1,0,535,0,1,2,974,2612,1066,6,2,6,1,0,0,18,13,100.2,13,6,19
946,MM,HME Model 1 type 1,A,1,1,1,0,500,0,0,1,901,2333,995,5,2,5,4,1,0,12,12,102.9,12,6,19
947,MM,HME Model 1 type 1,A,1,2,0,1,218,0,0,1,935,2526,1054,2,2,1,0,1,1,4,1,108.4,12,5,19
948,MM,HME Model 1 type 1,B,0,2,0,1,519,0,1,0,819,2200,994,11,3,9,2,1,0,12,16,100.1,12,6,20
949,MM,HME Model 1 type 1,B,0,2,0,0,486,0,0,2,948,2815,1088,1,3,0,0,0,0,19,19,107.9,14,8,21
950,MM,HME Model 1 type 1,B,0,2,0,1,254,0,0,2,919,2591,1002,0,2,2,0,0,1,12,12,109.4,13,7,21
951,MM,HME Model 1 type 1,B,0,2,0,0,478,3,0,3,937,2653,1062,2,5,2,3,0,0,20,16,109.4,12,7,19
952,MM,HME Model 1 type 1,B,0,2,0,1,244,4,0,2,960,2672,1077,1,6,1,1,0,2,12,11,109.4,13,6,19
953,MM,HME Model 1 type 1,B,0,1,1,0,450,4,1,3,912,2550,1035,2,4,2,2,0,1,18,18,109.4,14,8,20
954,MM,HME Model 1 type 1,A,1,1,1,1,233,0,0,0,937,2638,1034,1,4,3,2,0,0,9,5,108.5,11,6,18
955,MM,HME Model 1 type 1,A,1,2,0,0,490,0,0,2,914,2384,998,0,3,3,2,0,1,4,22,113.2,11,4,18
956,MM,HME Model 1 type 1,B,0,2,0,1,257,3,1,2,915,2556,1054,1,1,7,2,0,0,13,11,109.2,15,8,23
957,MM,HME Model 1 type 1,B,0,3,0,0,465,0,2,1,991,2811,1125,2,2,11,2,1,1,23,20,106.3,17,9,23
958,MM,HME Model 1 type 1,C,0,2,0,1,212,0,2,0,940,2702,1063,1,2,10,2,1,0,14,10,98.9,14,7,20
959,MM,HME Model 1 type 1,B,0,2,0,0,476,0,1,2,977,2361,1089,1,2,17,5,0,1,15,18,104,15,8,22
960,MM,HME Model 1 type 1,B,0,2,0,1,246,0,1,2,1015,2708,1139,1,2,14,2,0,1,12,10,103.6,14,7,22
961,MM,HME Model 1 type 1,B,0,1,1,0,515,0,1,2,1059,2653,1158,3,2,12,4,0,1,21,19,103.4,15,8,22
962,MM,HME Model 1 type 1,A,1,1,1,1,269,0,1,1,935,2290,1011,2,1,2,4,0,0,8,10,101.6,14,7,20
964,PP,HME Model 1 type 1,B,0,2,0,0,512,0,0,2,771,2131,926,2,3,6,2,2,1,15,10,110.8,15,7,20
965,PP,HME Model 1 type 1,B,0,2,0,1,263,2,0,0,902,2463,1020,1,2,5,5,0,0,11,6,110.5,13,6,20
966,PP,HME Model 1 type 1,B,0,2,0,0,556,0,0,2,912,2475,1043,3,5,3,4,1,2,20,13,111.2,15,8,22
967,PP,HME Model 1 type 1,B,0,2,0,1,276,0,0,1,761,2141,901,2,3,2,3,0,0,11,6,110.2,13,6,19
